00:04:42 [INFO] Script IA carregado: G:\Meu Drive\Sistema Captura WPP\scriptIAquestion.txt
00:04:42 [INFO] Iniciando busca de perguntas no Mercado Livre...
00:04:42 [INFO] Baixadas 50 de 92 perguntas totais...
00:04:43 [INFO] Baixadas 92 de 42 perguntas totais...
00:04:43 [INFO] Encontrada(s) 7 pergunta(s) sem resposta.
00:04:43 [INFO] Enviando pergunta para a IA
00:04:45 [INFO] Pergunta ID 13614638837 respondida com sucesso!
00:04:46 [INFO] Enviando pergunta para a IA
00:04:47 [INFO] Pergunta ID 13615398932 respondida com sucesso!
00:04:48 [INFO] Enviando pergunta para a IA
00:04:49 [INFO] Pergunta ID 13615400944 respondida com sucesso!
00:04:50 [INFO] Enviando pergunta para a IA
00:04:51 [INFO] Pergunta ID 13615404674 respondida com sucesso!
00:04:52 [INFO] Enviando pergunta para a IA
00:04:53 [INFO] Pergunta ID 13615417788 respondida com sucesso!
00:04:54 [INFO] Enviando pergunta para a IA
00:04:55 [INFO] Pergunta ID 13614690903 respondida com sucesso!
00:04:56 [INFO] Enviando pergunta para a IA
00:04:57 [INFO] Pergunta ID 13615440106 respondida com sucesso!
00:04:58 [INFO] Processo de responder dúvidas concluído.
10:00:22 [INFO] [AGENDAMENTO] Iniciando task tarefa_1783050947.944213 para gomessandriely003@gmail.com com ação solicitar
10:00:23 [INFO] Modo COMUM + RECLAMAÇÕES ativado: serão buscados os dois tipos e ordenados por date_created.
10:00:23 [INFO] Buscando offset 0...
10:00:24 [INFO] Buscando offset 50...
10:00:26 [INFO] Buscando offset 100...
10:00:27 [INFO] Buscando offset 150...
10:00:28 [INFO] Buscando offset 200...
10:00:30 [INFO] Buscando offset 250...
10:00:31 [INFO] Buscando offset 300...
10:00:33 [INFO] Buscando offset 350...
10:00:34 [INFO] Buscando offset 400...
10:00:35 [INFO] Buscando offset 450...
10:00:36 [INFO] Busca finalizada. Total capturado: 477
10:00:36 [INFO] Buscando offset 0...
10:00:37 [INFO] Buscando offset 50...
10:00:39 [INFO] Busca finalizada. Total capturado: 83
10:01:08 [INFO] Busca mista finalizada. Comuns: 477; reclamações: 83; total: 560
10:01:08 [INFO] Iniciando ação: SOLICITAR...
10:01:08 [INFO] Executando ação 'solicitar' em modo agendamento, aguardando conclusão...
10:01:28 [INFO] Mensagem já Enviada no chat da Ordem 2000017176306362...
10:01:29 [INFO] Mensagem já Enviada no chat da Ordem 2000017176564640...
10:01:29 [INFO] Mensagem já Enviada no chat da Ordem 2000017177879596...
10:01:30 [INFO] Mensagem já Enviada no chat da Ordem 2000017178007004...
10:01:31 [INFO] Mensagem já Enviada no chat da Ordem 2000017178341340...
10:01:31 [INFO] Mensagem já Enviada no chat da Ordem 2000017178630734...
10:01:32 [INFO] Mensagem já Enviada no chat da Ordem 2000017178681098...
10:01:33 [INFO] Mensagem já Enviada no chat da Ordem 2000017179315364...
10:01:33 [INFO] Mensagem já Enviada no chat da Ordem 2000017179554012...
10:01:34 [INFO] Mensagem já Enviada no chat da Ordem 2000017179893598...
10:01:34 [INFO] Mensagem já Enviada no chat da Ordem 2000017180171880...
10:01:35 [INFO] Mensagem já Enviada no chat da Ordem 2000017180602986...
10:01:35 [INFO] Mensagem já Enviada no chat da Ordem 2000017180623338...
10:01:37 [INFO] Mensagem já Enviada no chat da Ordem 2000017180998828...
10:01:37 [INFO] Mensagem já Enviada no chat da Ordem 2000017181127346...
10:01:38 [INFO] Mensagem já Enviada no chat da Ordem 2000017181244548...
10:01:38 [INFO] Mensagem já Enviada no chat da Ordem 2000017181312076...
10:01:39 [INFO] Mensagem já Enviada no chat da Ordem 2000017182333348...
10:01:39 [INFO] Mensagem já Enviada no chat da Ordem 2000017182389242...
10:01:40 [INFO] Mensagem já Enviada no chat da Ordem 2000017182627790...
10:01:40 [INFO] Mensagem já Enviada no chat da Ordem 2000017182964768...
10:01:41 [INFO] Mensagem já Enviada no chat da Ordem 2000017183943578...
10:01:42 [INFO] Mensagem já Enviada no chat da Ordem 2000017184786398...
10:01:43 [INFO] Mensagem já Enviada no chat da Ordem 2000017184952824...
10:01:43 [INFO] Mensagem já Enviada no chat da Ordem 2000017186181474...
10:01:44 [INFO] Mensagem já Enviada no chat da Ordem 2000017186304696...
10:01:44 [INFO] Mensagem já Enviada no chat da Ordem 2000017186338024...
10:01:45 [INFO] Mensagem já Enviada no chat da Ordem 2000017186477136...
10:01:46 [INFO] Mensagem já Enviada no chat da Ordem 2000017186516486...
10:01:47 [INFO] Mensagem já Enviada no chat da Ordem 2000017186767614...
10:01:47 [INFO] Mensagem já Enviada no chat da Ordem 2000017187193228...
10:01:48 [INFO] Mensagem já Enviada no chat da Ordem 2000017187280032...
10:01:49 [INFO] Mensagem já Enviada no chat da Ordem 2000017187644220...
10:01:49 [INFO] Mensagem já Enviada no chat da Ordem 2000017189665196...
10:01:51 [INFO] Mensagem já Enviada no chat da Ordem 2000017189763050...
10:01:51 [INFO] Mensagem já Enviada no chat da Ordem 2000017189975194...
10:01:52 [INFO] Mensagem já Enviada no chat da Ordem 2000017190169282...
10:01:52 [INFO] Mensagem já Enviada no chat da Ordem 2000017190312624...
10:01:53 [INFO] Mensagem já Enviada no chat da Ordem 2000017190510588...
10:01:54 [INFO] Mensagem já Enviada no chat da Ordem 2000017190589718...
10:01:54 [INFO] Mensagem já Enviada no chat da Ordem 2000017190597560...
10:01:55 [INFO] Mensagem já Enviada no chat da Ordem 2000017190798452...
10:01:56 [INFO] Mensagem já Enviada no chat da Ordem 2000017191008300...
10:01:57 [INFO] Mensagem já Enviada no chat da Ordem 2000017191016284...
10:01:59 [INFO] Mensagem já Enviada no chat da Ordem 2000017191727522...
10:01:59 [INFO] Mensagem já Enviada no chat da Ordem 2000017191842028...
10:02:00 [INFO] Mensagem já Enviada no chat da Ordem 2000017191916304...
10:02:00 [INFO] Mensagem já Enviada no chat da Ordem 2000017192608470...
10:02:01 [INFO] Mensagem já Enviada no chat da Ordem 2000017192951940...
10:02:01 [INFO] Mensagem já Enviada no chat da Ordem 2000017193188614...
10:02:02 [INFO] Mensagem já Enviada no chat da Ordem 2000017193201650...
10:02:03 [INFO] Mensagem já Enviada no chat da Ordem 2000017193266264...
10:02:03 [INFO] Mensagem já Enviada no chat da Ordem 2000017193548418...
10:02:04 [INFO] Mensagem já Enviada no chat da Ordem 2000017193573088...
10:02:05 [INFO] Mensagem já Enviada no chat da Ordem 2000017194145948...
10:02:05 [INFO] Mensagem já Enviada no chat da Ordem 2000017194337776...
10:02:06 [INFO] Finalizado extração de telefone para a ordem 2000017194574712: 79998038667
10:02:08 [INFO] Mensagem já Enviada no chat da Ordem 2000017194574712...
10:02:08 [INFO] Mensagem já Enviada no chat da Ordem 2000017194779340...
10:02:09 [INFO] Mensagem já Enviada no chat da Ordem 2000017195067876...
10:02:09 [INFO] Mensagem já Enviada no chat da Ordem 2000017195521238...
10:02:10 [INFO] Mensagem já Enviada no chat da Ordem 2000017195501994...
10:02:10 [INFO] Mensagem já Enviada no chat da Ordem 2000017195566022...
10:02:11 [INFO] Mensagem já Enviada no chat da Ordem 2000017195584806...
10:02:12 [INFO] Mensagem já Enviada no chat da Ordem 2000017195807748...
10:02:12 [INFO] Mensagem já Enviada no chat da Ordem 2000017196010088...
10:02:13 [INFO] Mensagem já Enviada no chat da Ordem 2000017196053358...
10:02:13 [INFO] Mensagem já Enviada no chat da Ordem 2000017196474778...
10:02:14 [INFO] Mensagem já Enviada no chat da Ordem 2000017196517660...
10:02:15 [INFO] Mensagem já Enviada no chat da Ordem 2000017196785482...
10:02:15 [INFO] Mensagem já Enviada no chat da Ordem 2000017196947032...
10:02:16 [INFO] Mensagem já Enviada no chat da Ordem 2000017196991260...
10:02:17 [INFO] Mensagem já Enviada no chat da Ordem 2000017197214204...
10:02:17 [INFO] Mensagem já Enviada no chat da Ordem 2000017197551708...
10:02:18 [INFO] Mensagem já Enviada no chat da Ordem 2000017197565766...
10:02:18 [INFO] Mensagem já Enviada no chat da Ordem 2000017197591994...
10:02:19 [INFO] Mensagem já Enviada no chat da Ordem 2000017197638908...
10:02:20 [INFO] Mensagem já Enviada no chat da Ordem 2000017198061302...
10:02:21 [INFO] Mensagem já Enviada no chat da Ordem 2000017198242556...
10:02:21 [INFO] Mensagem já Enviada no chat da Ordem 2000017198622438...
10:02:22 [INFO] Mensagem já Enviada no chat da Ordem 2000017198743884...
10:02:22 [INFO] Mensagem já Enviada no chat da Ordem 2000017198831678...
10:02:23 [INFO] Mensagem já Enviada no chat da Ordem 2000017198931992...
10:02:23 [INFO] Mensagem já Enviada no chat da Ordem 2000017199096794...
10:02:24 [INFO] Mensagem já Enviada no chat da Ordem 2000017199230186...
10:02:24 [INFO] Mensagem já Enviada no chat da Ordem 2000017199395594...
10:02:25 [INFO] Mensagem já Enviada no chat da Ordem 2000017199409274...
10:02:25 [INFO] Mensagem já Enviada no chat da Ordem 2000017199431648...
10:02:27 [INFO] Mensagem já Enviada no chat da Ordem 2000017199682326...
10:02:27 [INFO] Mensagem já Enviada no chat da Ordem 2000017199693734...
10:02:28 [INFO] Finalizado extração de telefone para a ordem 2000017199994882: 79998897135
10:02:30 [INFO] Mensagem já Enviada no chat da Ordem 2000017199994882...
10:02:30 [INFO] Mensagem já Enviada no chat da Ordem 2000017200116450...
10:02:31 [INFO] Mensagem já Enviada no chat da Ordem 2000017200276754...
10:02:32 [INFO] Mensagem já Enviada no chat da Ordem 2000017200521956...
10:02:33 [INFO] Mensagem já Enviada no chat da Ordem 2000017200670144...
10:02:33 [INFO] Mensagem já Enviada no chat da Ordem 2000017200670506...
10:02:34 [INFO] Mensagem já Enviada no chat da Ordem 2000017200984452...
10:02:36 [INFO] Mensagem já Enviada no chat da Ordem 2000017201085272...
10:02:36 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017201085272.
10:02:38 [INFO] Ordem 2000017201085272: Status da API = 201
10:02:38 [INFO] Ordem 2000017201085272: Antes de salvar - QtdenvioEncerrarReclamacao=2, data=04/07/2026 10:02
10:02:38 [INFO] Ordem 2000017201085272: Save result = None
10:02:38 [INFO] Ordem 2000017201085272: Mensagem de encerramento enviada (2/2).
10:02:38 [INFO] Processamento da ordem 2000017201085272 concluído. Próxima ordem...
10:02:39 [INFO] Mensagem já Enviada no chat da Ordem 2000017201217308...
10:02:40 [INFO] Mensagem já Enviada no chat da Ordem 2000017201235008...
10:02:41 [INFO] Mensagem já Enviada no chat da Ordem 2000017201343402...
10:02:41 [INFO] Mensagem já Enviada no chat da Ordem 2000017201366492...
10:02:42 [INFO] Mensagem já Enviada no chat da Ordem 2000017201635696...
10:02:42 [INFO] Mensagem já Enviada no chat da Ordem 2000017201743342...
10:02:43 [INFO] Mensagem já Enviada no chat da Ordem 2000017201827150...
10:02:43 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017201827150.
10:02:43 [INFO] Ordem 2000017201827150: Última mensagem de encerramento enviada há menos de 1 dia. Aguardando para reenviar.
10:02:43 [INFO] Processamento da ordem 2000017201827150 concluído. Próxima ordem...
10:02:44 [INFO] Mensagem já Enviada no chat da Ordem 2000017202056228...
10:02:44 [INFO] Mensagem já Enviada no chat da Ordem 2000017202271682...
10:02:45 [INFO] Mensagem já Enviada no chat da Ordem 2000017202328820...
10:02:46 [INFO] Mensagem já Enviada no chat da Ordem 2000017202381300...
10:02:46 [INFO] Mensagem já Enviada no chat da Ordem 2000017202613446...
10:02:47 [INFO] Mensagem já Enviada no chat da Ordem 2000017202713862...
10:02:47 [INFO] Mensagem já Enviada no chat da Ordem 2000017202807878...
10:02:48 [INFO] Mensagem já Enviada no chat da Ordem 2000017202871612...
10:02:49 [INFO] Mensagem já Enviada no chat da Ordem 2000017203048326...
10:02:50 [INFO] Mensagem já Enviada no chat da Ordem 2000017203138826...
10:02:50 [INFO] Mensagem já Enviada no chat da Ordem 2000017203221682...
10:02:51 [INFO] Mensagem já Enviada no chat da Ordem 2000017203437488...
10:02:51 [INFO] Mensagem já Enviada no chat da Ordem 2000017203536912...
10:02:52 [INFO] Mensagem já Enviada no chat da Ordem 2000017203611354...
10:02:54 [INFO] Mensagem já Enviada no chat da Ordem 2000017203685192...
10:02:54 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017203685192.
10:02:54 [INFO] Ordem 2000017203685192: Limite de 2 mensagens de encerramento atingido.
10:02:54 [INFO] Processamento da ordem 2000017203685192 concluído. Próxima ordem...
10:02:54 [INFO] Mensagem já Enviada no chat da Ordem 2000017203707488...
10:02:57 [INFO] Mensagem já Enviada no chat da Ordem 2000017203816498...
10:02:57 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017203816498.
10:02:57 [INFO] Ordem 2000017203816498: Limite de 2 mensagens de encerramento atingido.
10:02:57 [INFO] Processamento da ordem 2000017203816498 concluído. Próxima ordem...
10:02:58 [INFO] Mensagem já Enviada no chat da Ordem 2000017203896810...
10:02:58 [INFO] Mensagem já Enviada no chat da Ordem 2000017204331386...
10:02:59 [INFO] Mensagem já Enviada no chat da Ordem 2000017204559732...
10:02:59 [INFO] Mensagem já Enviada no chat da Ordem 2000017204926306...
10:03:01 [INFO] Mensagem já Enviada no chat da Ordem 2000017206121100...
10:03:02 [INFO] Mensagem já Enviada no chat da Ordem 2000017206334826...
10:03:02 [INFO] Mensagem já Enviada no chat da Ordem 2000017206866110...
10:03:04 [INFO] Finalizado extração de telefone para a ordem 2000017207130492: 98984499705
10:03:06 [INFO] Mensagem já Enviada no chat da Ordem 2000017207130492...
10:03:06 [INFO] Mensagem já Enviada no chat da Ordem 2000017207327202...
10:03:07 [INFO] Mensagem já Enviada no chat da Ordem 2000017208276812...
10:03:09 [INFO] Mensagem já Enviada no chat da Ordem 2000017208720594...
10:03:09 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017208720594.
10:03:09 [INFO] Ordem 2000017208720594: Limite de 2 mensagens de encerramento atingido.
10:03:09 [INFO] Processamento da ordem 2000017208720594 concluído. Próxima ordem...
10:03:13 [INFO] Mensagem já Enviada no chat da Ordem 2000017208929124...
10:03:13 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017208929124.
10:03:13 [INFO] Ordem 2000017208929124: Limite de 2 mensagens de encerramento atingido.
10:03:13 [INFO] Processamento da ordem 2000017208929124 concluído. Próxima ordem...
10:03:13 [INFO] Mensagem já Enviada no chat da Ordem 2000017209088452...
10:03:14 [INFO] Mensagem já Enviada no chat da Ordem 2000017209100088...
10:03:15 [INFO] Mensagem já Enviada no chat da Ordem 2000017209209418...
10:03:15 [INFO] Mensagem já Enviada no chat da Ordem 2000017209234220...
10:03:16 [INFO] Mensagem já Enviada no chat da Ordem 2000017209314356...
10:03:16 [INFO] Mensagem já Enviada no chat da Ordem 2000017209550422...
10:03:20 [INFO] Mensagem já Enviada no chat da Ordem 2000017209580718...
10:03:20 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017209580718.
10:03:20 [INFO] Ordem 2000017209580718: Limite de 2 mensagens de encerramento atingido.
10:03:20 [INFO] Processamento da ordem 2000017209580718 concluído. Próxima ordem...
10:03:22 [INFO] Mensagem já Enviada no chat da Ordem 2000017209738148...
10:03:22 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017209738148.
10:03:22 [INFO] Ordem 2000017209738148: Última mensagem de encerramento enviada há menos de 1 dia. Aguardando para reenviar.
10:03:22 [INFO] Processamento da ordem 2000017209738148 concluído. Próxima ordem...
10:03:23 [INFO] Mensagem já Enviada no chat da Ordem 2000017209769606...
10:03:24 [INFO] Mensagem já Enviada no chat da Ordem 2000017209834132...
10:03:25 [INFO] Mensagem já Enviada no chat da Ordem 2000017209821150...
10:03:25 [INFO] Mensagem já Enviada no chat da Ordem 2000017209977158...
10:03:26 [INFO] Mensagem já Enviada no chat da Ordem 2000017210002596...
10:03:26 [INFO] Mensagem já Enviada no chat da Ordem 2000017210051518...
10:03:27 [INFO] Mensagem já Enviada no chat da Ordem 2000017210109506...
10:03:27 [INFO] Mensagem já Enviada no chat da Ordem 2000017210109968...
10:03:28 [INFO] Mensagem já Enviada no chat da Ordem 2000017210152212...
10:03:29 [INFO] Mensagem já Enviada no chat da Ordem 2000017210477432...
10:03:29 [INFO] Mensagem já Enviada no chat da Ordem 2000017210560518...
10:03:30 [INFO] Mensagem já Enviada no chat da Ordem 2000017210547516...
10:03:30 [INFO] Mensagem já Enviada no chat da Ordem 2000017210602360...
10:03:31 [INFO] Mensagem já Enviada no chat da Ordem 2000017210789038...
10:03:31 [INFO] Mensagem já Enviada no chat da Ordem 2000017210935242...
10:03:32 [INFO] Mensagem já Enviada no chat da Ordem 2000017211258656...
10:03:32 [INFO] Mensagem já Enviada no chat da Ordem 2000017211320830...
10:03:33 [INFO] Mensagem já Enviada no chat da Ordem 2000017211412292...
10:03:35 [INFO] Mensagem já Enviada no chat da Ordem 2000017211574128...
10:03:36 [INFO] Verificando histórico de mensagens para Ordem: 2000017211605972
10:03:38 [INFO] Falha ao enviar mensagem para 2000017211605972
10:03:38 [INFO] Processamento da ordem 2000017211605972 concluído. Próxima ordem...
10:03:38 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017211605972.
10:03:38 [INFO] Ordem 2000017211605972: Limite de 2 mensagens de encerramento atingido.
10:03:38 [INFO] Processamento da ordem 2000017211605972 concluído. Próxima ordem...
10:03:39 [INFO] Verificando histórico de mensagens para Ordem: 2000017211747272
10:03:41 [INFO] Falha ao enviar mensagem para 2000017211747272
10:03:41 [INFO] Processamento da ordem 2000017211747272 concluído. Próxima ordem...
10:03:41 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017211747272.
10:03:41 [INFO] Ordem 2000017211747272: Limite de 2 mensagens de encerramento atingido.
10:03:41 [INFO] Processamento da ordem 2000017211747272 concluído. Próxima ordem...
10:03:42 [INFO] Verificando histórico de mensagens para Ordem: 2000017211825436
10:03:44 [INFO] Falha ao enviar mensagem para 2000017211825436
10:03:44 [INFO] Processamento da ordem 2000017211825436 concluído. Próxima ordem...
10:03:44 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017211825436.
10:03:44 [INFO] Ordem 2000017211825436: Limite de 2 mensagens de encerramento atingido.
10:03:44 [INFO] Processamento da ordem 2000017211825436 concluído. Próxima ordem...
10:03:44 [INFO] Mensagem já Enviada no chat da Ordem 2000017211869284...
10:03:46 [INFO] Verificando histórico de mensagens para Ordem: 2000017211942936
10:03:47 [INFO] Falha ao enviar mensagem para 2000017211942936
10:03:47 [INFO] Processamento da ordem 2000017211942936 concluído. Próxima ordem...
10:03:47 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017211942936.
10:03:47 [INFO] Ordem 2000017211942936: Limite de 2 mensagens de encerramento atingido.
10:03:47 [INFO] Processamento da ordem 2000017211942936 concluído. Próxima ordem...
10:03:48 [INFO] Mensagem já Enviada no chat da Ordem 2000017212032490...
10:03:48 [INFO] Mensagem já Enviada no chat da Ordem 2000017212098288...
10:03:50 [INFO] Verificando histórico de mensagens para Ordem: 2000017212145494
10:03:51 [INFO] Falha ao enviar mensagem para 2000017212145494
10:03:51 [INFO] Processamento da ordem 2000017212145494 concluído. Próxima ordem...
10:03:51 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017212145494.
10:03:51 [INFO] Ordem 2000017212145494: Limite de 2 mensagens de encerramento atingido.
10:03:51 [INFO] Processamento da ordem 2000017212145494 concluído. Próxima ordem...
10:03:52 [INFO] Verificando histórico de mensagens para Ordem: 2000017212180296
10:03:54 [INFO] Falha ao enviar mensagem para 2000017212180296
10:03:54 [INFO] Processamento da ordem 2000017212180296 concluído. Próxima ordem...
10:03:54 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017212180296.
10:03:54 [INFO] Ordem 2000017212180296: Limite de 2 mensagens de encerramento atingido.
10:03:54 [INFO] Processamento da ordem 2000017212180296 concluído. Próxima ordem...
10:03:55 [INFO] Mensagem já Enviada no chat da Ordem 2000017212223290...
10:03:56 [INFO] Mensagem já Enviada no chat da Ordem 2000017212408920...
10:03:57 [INFO] Mensagem já Enviada no chat da Ordem 2000017212435248...
10:03:57 [INFO] Mensagem já Enviada no chat da Ordem 2000017212536372...
10:03:58 [INFO] Mensagem já Enviada no chat da Ordem 2000017212602064...
10:04:00 [INFO] Mensagem já Enviada no chat da Ordem 2000017212605480...
10:04:00 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017212605480.
10:04:00 [INFO] Ordem 2000017212605480: Limite de 2 mensagens de encerramento atingido.
10:04:00 [INFO] Processamento da ordem 2000017212605480 concluído. Próxima ordem...
10:04:00 [INFO] Mensagem já Enviada no chat da Ordem 2000017212673392...
10:04:01 [INFO] Mensagem já Enviada no chat da Ordem 2000017212698916...
10:04:04 [INFO] Mensagem já Enviada no chat da Ordem 2000017212736798...
10:04:04 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017212736798.
10:04:04 [INFO] Ordem 2000017212736798: Limite de 2 mensagens de encerramento atingido.
10:04:04 [INFO] Processamento da ordem 2000017212736798 concluído. Próxima ordem...
10:04:04 [INFO] Mensagem já Enviada no chat da Ordem 2000017212751938...
10:04:05 [INFO] Verificando histórico de mensagens para Ordem: 2000017212825198
10:04:07 [INFO] Falha ao enviar mensagem para 2000017212825198
10:04:07 [INFO] Processamento da ordem 2000017212825198 concluído. Próxima ordem...
10:04:08 [INFO] Verificando histórico de mensagens para Ordem: 2000017213019808
10:04:10 [INFO] Falha ao enviar mensagem para 2000017213019808
10:04:10 [INFO] Processamento da ordem 2000017213019808 concluído. Próxima ordem...
10:04:10 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017213019808.
10:04:10 [INFO] Ordem 2000017213019808: Limite de 2 mensagens de encerramento atingido.
10:04:10 [INFO] Processamento da ordem 2000017213019808 concluído. Próxima ordem...
10:04:10 [INFO] Mensagem já Enviada no chat da Ordem 2000017213448446...
10:04:11 [INFO] Mensagem já Enviada no chat da Ordem 2000017213560394...
10:04:11 [INFO] Mensagem já Enviada no chat da Ordem 2000017213674256...
10:04:12 [INFO] Mensagem já Enviada no chat da Ordem 2000017213916564...
10:04:13 [INFO] Mensagem já Enviada no chat da Ordem 2000017213951134...
10:04:13 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017213951134.
10:04:13 [INFO] Ordem 2000017213951134: Última mensagem de encerramento enviada há menos de 1 dia. Aguardando para reenviar.
10:04:13 [INFO] Processamento da ordem 2000017213951134 concluído. Próxima ordem...
10:04:14 [INFO] Mensagem já Enviada no chat da Ordem 2000017214058810...
10:04:15 [INFO] Mensagem já Enviada no chat da Ordem 2000017214117436...
10:04:16 [INFO] Mensagem já Enviada no chat da Ordem 2000017214298168...
10:04:16 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017214298168.
10:04:16 [INFO] Ordem 2000017214298168: Última mensagem de encerramento enviada há menos de 1 dia. Aguardando para reenviar.
