10:00:25 [INFO] [AGENDAMENTO] Iniciando task tarefa_1783051511.075051 para danielegleyce21.03@gmail.com com ação solicitar
10:00:26 [INFO] Modo COMUM + RECLAMAÇÕES ativado: serão buscados os dois tipos e ordenados por date_created.
10:00:26 [INFO] Buscando offset 0...
10:00:28 [INFO] Buscando offset 50...
10:00:29 [INFO] Buscando offset 100...
10:00:31 [INFO] Buscando offset 150...
10:00:32 [INFO] Buscando offset 200...
10:00:33 [INFO] Buscando offset 250...
10:00:35 [INFO] Buscando offset 300...
10:00:36 [INFO] Buscando offset 350...
10:00:37 [INFO] Buscando offset 400...
10:00:39 [INFO] Buscando offset 450...
10:00:40 [INFO] Buscando offset 500...
10:00:41 [INFO] Buscando offset 550...
10:00:43 [INFO] Buscando offset 600...
10:00:43 [INFO] Busca finalizada. Total capturado: 613
10:00:43 [INFO] Buscando offset 0...
10:00:45 [INFO] Buscando offset 50...
10:00:46 [INFO] Busca finalizada. Total capturado: 63
10:01:09 [INFO] Busca mista finalizada. Comuns: 613; reclamações: 63; total: 617
10:01:09 [INFO] Iniciando ação: SOLICITAR...
10:01:09 [INFO] Executando ação 'solicitar' em modo agendamento, aguardando conclusão...
10:02:04 [INFO] Mensagem já Enviada no chat da Ordem 2000017216682560...
10:02:05 [INFO] Mensagem já Enviada no chat da Ordem 2000017216810232...
10:02:05 [INFO] Mensagem já Enviada no chat da Ordem 2000017217183522...
10:02:06 [INFO] Mensagem já Enviada no chat da Ordem 2000017217739432...
10:02:07 [INFO] Mensagem já Enviada no chat da Ordem 2000017218193602...
10:02:08 [INFO] Mensagem já Enviada no chat da Ordem 2000017218326956...
10:02:08 [INFO] Mensagem já Enviada no chat da Ordem 2000017218526338...
10:02:09 [INFO] Mensagem já Enviada no chat da Ordem 2000017218672522...
10:02:09 [INFO] Mensagem já Enviada no chat da Ordem 2000017219368586...
10:02:10 [INFO] Mensagem já Enviada no chat da Ordem 2000017219978822...
10:02:11 [INFO] Mensagem já Enviada no chat da Ordem 2000017220206952...
10:02:11 [INFO] Mensagem já Enviada no chat da Ordem 2000017220456376...
10:02:12 [INFO] Mensagem já Enviada no chat da Ordem 2000017221036664...
10:02:12 [INFO] Mensagem já Enviada no chat da Ordem 2000017221192366...
10:02:13 [INFO] Mensagem já Enviada no chat da Ordem 2000017221256224...
10:02:13 [INFO] Mensagem já Enviada no chat da Ordem 2000017221320136...
10:02:14 [INFO] Mensagem já Enviada no chat da Ordem 2000017221399190...
10:02:15 [INFO] Mensagem já Enviada no chat da Ordem 2000017221587570...
10:02:16 [INFO] Mensagem já Enviada no chat da Ordem 2000017221951512...
10:02:16 [INFO] Mensagem já Enviada no chat da Ordem 2000017222436782...
10:02:16 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017222650586.
10:02:16 [INFO] Ordem 2000017222650586: Última mensagem de encerramento enviada há menos de 1 dia. Aguardando para reenviar.
10:02:16 [INFO] Processamento da ordem 2000017222650586 concluído. Próxima ordem...
10:02:17 [INFO] Mensagem já Enviada no chat da Ordem 2000017222692360...
10:02:18 [INFO] Mensagem já Enviada no chat da Ordem 2000017222765766...
10:02:19 [INFO] Mensagem já Enviada no chat da Ordem 2000017222787286...
10:02:19 [INFO] Mensagem já Enviada no chat da Ordem 2000017222946554...
10:02:20 [INFO] Mensagem já Enviada no chat da Ordem 2000017222962614...
10:02:20 [INFO] Mensagem já Enviada no chat da Ordem 2000017223008208...
10:02:21 [INFO] Mensagem já Enviada no chat da Ordem 2000017223039236...
10:02:21 [INFO] Mensagem já Enviada no chat da Ordem 2000017223068098...
10:02:22 [INFO] Mensagem já Enviada no chat da Ordem 2000017223361124...
10:02:23 [INFO] Mensagem já Enviada no chat da Ordem 2000017223355966...
10:02:27 [INFO] Mensagem já Enviada no chat da Ordem 2000017223810082...
10:02:28 [INFO] Mensagem já Enviada no chat da Ordem 2000017223889942...
10:02:28 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017223935444.
10:02:28 [INFO] Ordem 2000017223935444: Status da API = 400
10:02:28 [INFO] Erro ao enviar mensagem de encerramento para 2000017223935444: Status 400
10:02:28 [INFO] Processamento da ordem 2000017223935444 concluído. Próxima ordem...
10:02:28 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017223943940.
10:02:28 [INFO] Ordem 2000017223943940: Última mensagem de encerramento enviada há menos de 1 dia. Aguardando para reenviar.
10:02:28 [INFO] Processamento da ordem 2000017223943940 concluído. Próxima ordem...
10:02:29 [INFO] Mensagem já Enviada no chat da Ordem 2000017224069934...
10:02:30 [INFO] Mensagem já Enviada no chat da Ordem 2000017224083676...
10:02:30 [INFO] Mensagem já Enviada no chat da Ordem 2000017224182544...
10:02:31 [INFO] Mensagem já Enviada no chat da Ordem 2000017225319332...
10:02:32 [INFO] Mensagem já Enviada no chat da Ordem 2000017225427178...
10:02:32 [INFO] Mensagem já Enviada no chat da Ordem 2000017226722518...
10:02:33 [INFO] Mensagem já Enviada no chat da Ordem 2000017226771504...
10:02:35 [INFO] Mensagem já Enviada no chat da Ordem 2000017227259846...
10:02:36 [INFO] Mensagem já Enviada no chat da Ordem 2000017227522728...
10:02:37 [INFO] Mensagem já Enviada no chat da Ordem 2000017227791776...
10:02:37 [INFO] Mensagem já Enviada no chat da Ordem 2000017227992690...
10:02:38 [INFO] Mensagem já Enviada no chat da Ordem 2000017228636580...
10:02:38 [INFO] Mensagem já Enviada no chat da Ordem 2000017228711486...
10:02:39 [INFO] Mensagem já Enviada no chat da Ordem 2000017229967430...
10:02:40 [INFO] Mensagem já Enviada no chat da Ordem 2000017230093522...
10:02:41 [INFO] Mensagem já Enviada no chat da Ordem 2000017230363564...
10:02:41 [INFO] Mensagem já Enviada no chat da Ordem 2000017230829244...
10:02:42 [INFO] Mensagem já Enviada no chat da Ordem 2000017231094188...
10:02:42 [INFO] Mensagem já Enviada no chat da Ordem 2000017231129446...
10:02:43 [INFO] Mensagem já Enviada no chat da Ordem 2000017231320952...
10:02:43 [INFO] Mensagem já Enviada no chat da Ordem 2000017231399138...
10:02:44 [INFO] Mensagem já Enviada no chat da Ordem 2000017231491334...
10:02:44 [INFO] Mensagem já Enviada no chat da Ordem 2000017231592440...
10:02:45 [INFO] Mensagem já Enviada no chat da Ordem 2000017232548350...
10:02:46 [INFO] Mensagem já Enviada no chat da Ordem 2000017232599948...
10:02:46 [INFO] Mensagem já Enviada no chat da Ordem 2000017232667576...
10:02:47 [INFO] Mensagem já Enviada no chat da Ordem 2000017233147494...
10:02:48 [INFO] Mensagem já Enviada no chat da Ordem 2000017233343764...
10:02:48 [INFO] Mensagem já Enviada no chat da Ordem 2000017233407638...
10:02:49 [INFO] Mensagem já Enviada no chat da Ordem 2000017233542148...
10:02:49 [INFO] Mensagem já Enviada no chat da Ordem 2000017234041916...
10:02:49 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017234250256.
10:02:49 [INFO] Ordem 2000017234250256: Limite de 2 mensagens de encerramento atingido.
10:02:49 [INFO] Processamento da ordem 2000017234250256 concluído. Próxima ordem...
10:02:51 [INFO] Mensagem já Enviada no chat da Ordem 2000017234730790...
10:02:51 [INFO] Mensagem já Enviada no chat da Ordem 2000017235422276...
10:02:52 [INFO] Mensagem já Enviada no chat da Ordem 2000017235594944...
10:02:52 [INFO] Mensagem já Enviada no chat da Ordem 2000017235599692...
10:02:53 [INFO] Mensagem já Enviada no chat da Ordem 2000017235678628...
10:02:53 [INFO] Mensagem já Enviada no chat da Ordem 2000017235765702...
10:02:54 [INFO] Mensagem já Enviada no chat da Ordem 2000017235974716...
10:02:54 [INFO] Mensagem já Enviada no chat da Ordem 2000017235985166...
10:02:56 [INFO] Mensagem já Enviada no chat da Ordem 2000017236014988...
10:02:56 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017236177782.
10:02:56 [INFO] Ordem 2000017236177782: Última mensagem de encerramento enviada há menos de 1 dia. Aguardando para reenviar.
10:02:56 [INFO] Processamento da ordem 2000017236177782 concluído. Próxima ordem...
10:02:56 [INFO] Mensagem já Enviada no chat da Ordem 2000017236450446...
10:02:57 [INFO] Mensagem já Enviada no chat da Ordem 2000017236602444...
10:02:58 [INFO] Mensagem já Enviada no chat da Ordem 2000017236794994...
10:02:58 [INFO] Mensagem já Enviada no chat da Ordem 2000017237176412...
10:03:01 [INFO] Mensagem já Enviada no chat da Ordem 2000017237526474...
10:03:02 [INFO] Mensagem já Enviada no chat da Ordem 2000017237561474...
10:03:02 [INFO] Mensagem já Enviada no chat da Ordem 2000017237569420...
10:03:03 [INFO] Mensagem já Enviada no chat da Ordem 2000017237610686...
10:03:03 [INFO] Mensagem já Enviada no chat da Ordem 2000017237942480...
10:03:04 [INFO] Mensagem já Enviada no chat da Ordem 2000017237957182...
10:03:04 [INFO] Mensagem já Enviada no chat da Ordem 2000017238061434...
10:03:05 [INFO] Mensagem já Enviada no chat da Ordem 2000017238167406...
10:03:05 [INFO] Mensagem já Enviada no chat da Ordem 2000017238313472...
10:03:06 [INFO] Mensagem já Enviada no chat da Ordem 2000017238658198...
10:03:07 [INFO] Mensagem já Enviada no chat da Ordem 2000017238701206...
10:03:08 [INFO] Mensagem já Enviada no chat da Ordem 2000017238906808...
10:03:08 [INFO] Mensagem já Enviada no chat da Ordem 2000017239043208...
10:03:09 [INFO] Mensagem já Enviada no chat da Ordem 2000017239313402...
10:03:09 [INFO] Mensagem já Enviada no chat da Ordem 2000017239341294...
10:03:10 [INFO] Mensagem já Enviada no chat da Ordem 2000017239477558...
10:03:10 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017240601164.
10:03:11 [INFO] Ordem 2000017240601164: Status da API = 201
10:03:11 [INFO] Ordem 2000017240601164: Antes de salvar - QtdenvioEncerrarReclamacao=2, data=09/07/2026 10:03
10:03:11 [INFO] Ordem 2000017240601164: Save result = None
10:03:11 [INFO] Ordem 2000017240601164: Mensagem de encerramento enviada (2/2).
10:03:11 [INFO] Processamento da ordem 2000017240601164 concluído. Próxima ordem...
10:03:12 [INFO] Mensagem já Enviada no chat da Ordem 2000017241751310...
10:03:12 [INFO] Mensagem já Enviada no chat da Ordem 2000017242440912...
10:03:13 [INFO] Mensagem já Enviada no chat da Ordem 2000017242757972...
10:03:13 [INFO] Mensagem já Enviada no chat da Ordem 2000017242817030...
10:03:14 [INFO] Mensagem já Enviada no chat da Ordem 2000017242916132...
10:03:14 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017242912384.
10:03:14 [INFO] Ordem 2000017242912384: Limite de 2 mensagens de encerramento atingido.
10:03:14 [INFO] Processamento da ordem 2000017242912384 concluído. Próxima ordem...
10:03:14 [INFO] Mensagem já Enviada no chat da Ordem 2000017243074584...
10:03:15 [INFO] Mensagem já Enviada no chat da Ordem 2000017243607816...
10:03:16 [INFO] Mensagem já Enviada no chat da Ordem 2000017243749712...
10:03:17 [INFO] Mensagem já Enviada no chat da Ordem 2000017244213512...
10:03:17 [INFO] Mensagem já Enviada no chat da Ordem 2000017244620366...
10:03:18 [INFO] Mensagem já Enviada no chat da Ordem 2000017244601404...
10:03:18 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017244615186.
10:03:18 [INFO] Ordem 2000017244615186: Última mensagem de encerramento enviada há menos de 1 dia. Aguardando para reenviar.
10:03:18 [INFO] Processamento da ordem 2000017244615186 concluído. Próxima ordem...
10:03:18 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017244615186.
10:03:18 [INFO] Ordem 2000017244615186: Última mensagem de encerramento enviada há menos de 1 dia. Aguardando para reenviar.
10:03:18 [INFO] Processamento da ordem 2000017244615186 concluído. Próxima ordem...
10:03:19 [INFO] Mensagem já Enviada no chat da Ordem 2000017244784498...
10:03:19 [INFO] Mensagem já Enviada no chat da Ordem 2000017245004074...
10:03:20 [INFO] Mensagem já Enviada no chat da Ordem 2000017245154690...
10:03:20 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017245309768.
10:03:20 [INFO] Ordem 2000017245309768: Limite de 2 mensagens de encerramento atingido.
10:03:20 [INFO] Processamento da ordem 2000017245309768 concluído. Próxima ordem...
10:03:22 [INFO] Mensagem já Enviada no chat da Ordem 2000017245431332...
10:03:23 [INFO] Mensagem já Enviada no chat da Ordem 2000017245467172...
10:03:23 [INFO] Mensagem já Enviada no chat da Ordem 2000017245618512...
10:03:24 [INFO] Mensagem já Enviada no chat da Ordem 2000017245787870...
10:03:25 [INFO] Mensagem já Enviada no chat da Ordem 2000017245897300...
10:03:26 [INFO] Mensagem já Enviada no chat da Ordem 2000017245936894...
10:03:26 [INFO] Mensagem já Enviada no chat da Ordem 2000017245956262...
10:03:26 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017246173500.
10:03:26 [INFO] Ordem 2000017246173500: Limite de 2 mensagens de encerramento atingido.
10:03:26 [INFO] Processamento da ordem 2000017246173500 concluído. Próxima ordem...
10:03:28 [INFO] Mensagem já Enviada no chat da Ordem 2000017246314514...
10:03:29 [INFO] Mensagem já Enviada no chat da Ordem 2000017246563114...
10:03:29 [INFO] Mensagem já Enviada no chat da Ordem 2000017246656390...
10:03:30 [INFO] Mensagem já Enviada no chat da Ordem 2000017246654724...
10:03:31 [INFO] Mensagem já Enviada no chat da Ordem 2000017246657716...
10:03:32 [INFO] Mensagem já Enviada no chat da Ordem 2000017246704714...
10:03:32 [INFO] Mensagem já Enviada no chat da Ordem 2000017246743162...
10:03:33 [INFO] Mensagem já Enviada no chat da Ordem 2000017246769254...
10:03:34 [INFO] Mensagem já Enviada no chat da Ordem 2000017246874300...
10:03:34 [INFO] Mensagem já Enviada no chat da Ordem 2000017246917642...
10:03:35 [INFO] Mensagem já Enviada no chat da Ordem 2000017246988662...
10:03:36 [INFO] Mensagem já Enviada no chat da Ordem 2000017247027284...
10:03:36 [INFO] Mensagem já Enviada no chat da Ordem 2000017247243516...
10:03:37 [INFO] Mensagem já Enviada no chat da Ordem 2000017247448942...
10:03:38 [INFO] Mensagem já Enviada no chat da Ordem 2000017247461700...
10:03:38 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017248206284.
10:03:39 [INFO] Ordem 2000017248206284: Status da API = 201
10:03:39 [INFO] Ordem 2000017248206284: Antes de salvar - QtdenvioEncerrarReclamacao=2, data=09/07/2026 10:03
10:03:39 [INFO] Ordem 2000017248206284: Save result = None
10:03:39 [INFO] Ordem 2000017248206284: Mensagem de encerramento enviada (2/2).
10:03:39 [INFO] Processamento da ordem 2000017248206284 concluído. Próxima ordem...
10:03:40 [INFO] Mensagem já Enviada no chat da Ordem 2000017248207402...
10:03:40 [INFO] Mensagem já Enviada no chat da Ordem 2000017248264892...
10:03:41 [INFO] Mensagem já Enviada no chat da Ordem 2000017248524150...
10:03:42 [INFO] Mensagem já Enviada no chat da Ordem 2000017248599668...
10:03:42 [INFO] Mensagem já Enviada no chat da Ordem 2000017248689066...
10:03:43 [INFO] Mensagem já Enviada no chat da Ordem 2000017248695138...
10:03:44 [INFO] Mensagem já Enviada no chat da Ordem 2000017248867758...
10:03:44 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017248946426.
10:03:45 [INFO] Ordem 2000017248946426: Status da API = 201
10:03:45 [INFO] Ordem 2000017248946426: Antes de salvar - QtdenvioEncerrarReclamacao=2, data=09/07/2026 10:03
10:03:45 [INFO] Ordem 2000017248946426: Save result = None
10:03:45 [INFO] Ordem 2000017248946426: Mensagem de encerramento enviada (2/2).
10:03:45 [INFO] Processamento da ordem 2000017248946426 concluído. Próxima ordem...
10:03:46 [INFO] Mensagem já Enviada no chat da Ordem 2000017248988482...
10:03:47 [INFO] Mensagem já Enviada no chat da Ordem 2000017249362378...
10:03:47 [INFO] Mensagem já Enviada no chat da Ordem 2000017249389526...
10:03:48 [INFO] Mensagem já Enviada no chat da Ordem 2000017249475840...
10:03:48 [INFO] Mensagem já Enviada no chat da Ordem 2000017249588554...
10:03:49 [INFO] Mensagem já Enviada no chat da Ordem 2000017249642194...
10:03:49 [INFO] Mensagem já Enviada no chat da Ordem 2000017249752534...
10:03:50 [INFO] Mensagem já Enviada no chat da Ordem 2000017249801540...
10:03:50 [INFO] Mensagem já Enviada no chat da Ordem 2000017249846822...
10:03:51 [INFO] Mensagem já Enviada no chat da Ordem 2000017249927964...
10:03:51 [INFO] Mensagem já Enviada no chat da Ordem 2000017251063052...
10:03:52 [INFO] Mensagem já Enviada no chat da Ordem 2000017251138824...
10:03:52 [INFO] Mensagem já Enviada no chat da Ordem 2000017251213320...
10:03:53 [INFO] Mensagem já Enviada no chat da Ordem 2000017251252792...
10:03:54 [INFO] Mensagem já Enviada no chat da Ordem 2000017251305076...
10:03:54 [INFO] Mensagem já Enviada no chat da Ordem 2000017251305156...
10:03:55 [INFO] Mensagem já Enviada no chat da Ordem 2000017251488284...
10:03:55 [INFO] Mensagem já Enviada no chat da Ordem 2000017251598806...
10:03:56 [INFO] Mensagem já Enviada no chat da Ordem 2000017251748140...
10:03:57 [INFO] Mensagem já Enviada no chat da Ordem 2000017251786082...
10:03:58 [INFO] Mensagem já Enviada no chat da Ordem 2000017251936622...
10:03:58 [INFO] Mensagem já Enviada no chat da Ordem 2000017252075376...
10:03:59 [INFO] Mensagem já Enviada no chat da Ordem 2000017252196166...
10:03:59 [INFO] Mensagem já Enviada no chat da Ordem 2000017252550574...
10:04:00 [INFO] Mensagem já Enviada no chat da Ordem 2000017252537272...
10:04:00 [INFO] Mensagem já Enviada no chat da Ordem 2000017252614980...
10:04:01 [INFO] Mensagem já Enviada no chat da Ordem 2000017252615224...
10:04:01 [INFO] Mensagem já Enviada no chat da Ordem 2000017252646826...
10:04:02 [INFO] Mensagem já Enviada no chat da Ordem 2000017252687470...
10:04:02 [INFO] Mensagem já Enviada no chat da Ordem 2000017252703588...
10:04:03 [INFO] Mensagem já Enviada no chat da Ordem 2000017252864296...
10:04:04 [INFO] Mensagem já Enviada no chat da Ordem 2000017252899284...
10:04:04 [INFO] Mensagem já Enviada no chat da Ordem 2000017253017044...
10:04:05 [INFO] Mensagem já Enviada no chat da Ordem 2000017253313330...
10:04:05 [INFO] Mensagem já Enviada no chat da Ordem 2000017253424486...
10:04:06 [INFO] Mensagem já Enviada no chat da Ordem 2000017253434584...
10:04:06 [INFO] Mensagem já Enviada no chat da Ordem 2000017253510864...
10:04:07 [INFO] Mensagem já Enviada no chat da Ordem 2000017253568234...
10:04:08 [INFO] Mensagem já Enviada no chat da Ordem 2000017253669516...
10:04:08 [INFO] Mensagem já Enviada no chat da Ordem 2000017253830922...
10:04:10 [INFO] Mensagem já Enviada no chat da Ordem 2000017254112954...
10:04:11 [INFO] Mensagem já Enviada no chat da Ordem 2000017254121206...
10:04:11 [INFO] Mensagem já Enviada no chat da Ordem 2000017254170544...
10:04:12 [INFO] Mensagem já Enviada no chat da Ordem 2000017254229864...
10:04:13 [INFO] Mensagem já Enviada no chat da Ordem 2000017254259992...
10:04:14 [INFO] Mensagem já Enviada no chat da Ordem 2000017254453166...
10:04:15 [INFO] Mensagem já Enviada no chat da Ordem 2000017254455772...
10:04:15 [INFO] Mensagem já Enviada no chat da Ordem 2000017255119514...
10:04:16 [INFO] Mensagem já Enviada no chat da Ordem 2000017256674332...
10:04:16 [INFO] Mensagem já Enviada no chat da Ordem 2000017256779166...
10:04:17 [INFO] Mensagem já Enviada no chat da Ordem 2000017256824866...
10:04:17 [INFO] Mensagem já Enviada no chat da Ordem 2000017256876086...
10:04:18 [INFO] Mensagem já Enviada no chat da Ordem 2000017257158034...
10:04:19 [INFO] Mensagem já Enviada no chat da Ordem 2000017257159956...
10:04:20 [INFO] Mensagem já Enviada no chat da Ordem 2000017257194892...
10:04:20 [INFO] Mensagem já Enviada no chat da Ordem 2000017257248158...
10:04:21 [INFO] Mensagem já Enviada no chat da Ordem 2000017257269464...
10:04:22 [INFO] Mensagem já Enviada no chat da Ordem 2000017257362618...
10:04:22 [INFO] Mensagem já Enviada no chat da Ordem 2000017257378902...
10:04:23 [INFO] Mensagem já Enviada no chat da Ordem 2000017257518172...
10:04:23 [INFO] Mensagem já Enviada no chat da Ordem 2000017257591262...
10:04:24 [INFO] Mensagem já Enviada no chat da Ordem 2000017257605578...
10:04:25 [INFO] Mensagem já Enviada no chat da Ordem 2000017257719834...
10:04:26 [INFO] Mensagem já Enviada no chat da Ordem 2000017257799476...
10:04:26 [INFO] Modo reclamação ativado: pulando solicitação de telefone para a ordem 2000017257822108.
10:04:26 [INFO] Ordem 2000017257822108: Limite de 2 mensagens de encerramento atingido.
10:04:26 [INFO] Processamento da ordem 2000017257822108 concluído. Próxima ordem...
10:04:26 [INFO] Mensagem já Enviada no chat da Ordem 2000017257828266...
10:04:27 [INFO] Mensagem já Enviada no chat da Ordem 2000017257958024...
10:04:27 [INFO] Mensagem já Enviada no chat da Ordem 2000017257993272...
10:04:28 [INFO] Mensagem já Enviada no chat da Ordem 2000017258119148...
10:04:28 [INFO] Mensagem já Enviada no chat da Ordem 2000017258205268...
10:04:29 [INFO] Mensagem já Enviada no chat da Ordem 2000017258269076...
10:04:29 [INFO] Mensagem já Enviada no chat da Ordem 2000017258316492...
10:04:30 [INFO] Mensagem já Enviada no chat da Ordem 2000017258342398...
10:04:31 [INFO] Mensagem já Enviada no chat da Ordem 2000017258398308...
10:04:32 [INFO] Mensagem já Enviada no chat da Ordem 2000017258618938...
10:04:32 [INFO] Mensagem já Enviada no chat da Ordem 2000017258755880...
10:04:33 [INFO] Mensagem já Enviada no chat da Ordem 2000017258828280...
10:04:34 [INFO] Mensagem já Enviada no chat da Ordem 2000017258862668...
10:04:34 [INFO] Mensagem já Enviada no chat da Ordem 2000017258903004...
10:04:35 [INFO] Mensagem já Enviada no chat da Ordem 2000017259234388...
10:04:35 [INFO] Mensagem já Enviada no chat da Ordem 2000017259372174...
10:04:36 [INFO] Mensagem já Enviada no chat da Ordem 2000017259508012...
10:04:36 [INFO] Mensagem já Enviada no chat da Ordem 2000017259529598...
10:04:37 [INFO] Mensagem já Enviada no chat da Ordem 2000017259628548...
